study_ID,author_first,year,extracted,ecotype,family,species,species_iucn,species_phylo,origin,method,empty_bladder,mean_mass_g,dors_SA_cm2,vent_SA_cm2,D,lat,lon,skin_temp,t_skin_est,trt_temp,airflow_ml_s,airflow_cm_s,RH_perc,es_kPa,ea_kPa,VPD_kPa,duration_min,hydration,strategy,strategy2,days_cocoon,trait,response,trait_unit,mean,sd,se,sample_size,unit_corrected_mean,unit_corrected_sd,unit,r_s_mean,r_s_sd,r_s_se,pv_skin_g_ml_min,pv_air_g_ml_min,r_t,rw,Cp,p,r_b,r_s_est,Gr,v,calculated,notes,title,ref,,
51,Christian,1997,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,yes,35,95.33303052,,0.244755777,-12.44902,130.82489,,18.79999978,20.5,16.66666667,0.24,1,2.466331944,0.024663319,2.441668625,,,,,,water loss,evaporative water loss,mg cm h,5.6,0.663324958,0.2,11,5.6,0.663324958,mg cm h,7.8,0.994987437,0.3,,,,,,,,7.8,,,no,,Reduced Rates of Water Loss and Chemical Properties of Skin Secretions of the Frogs Litoria caerulea and Cyclorana australis,https://www.publish.csiro.au/zo/zo96046,,
51,Christian,1997,Table 1,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,yes,33.2,91.51811669,,0.241846227,-12.44902,130.82489,,18.79999978,20.5,16.66666667,0.24,1,2.466331944,0.024663319,2.441668625,,,,,,water loss,evaporative water loss,mg cm h,4,0.9,0.3,9,4,0.9,mg cm h,11.2,4.8,1.6,,,,,,,,11.2,,,no,,,,,
51,Christian,1997,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,yes,31.8,88.51851997,,0.239497665,-12.44902,130.82489,,18.79999978,20.5,16.66666667,0.24,1,2.466331944,0.024663319,2.441668625,,,cocoon,cocoon,21,water loss,evaporative water loss,mg cm h,1.1,0.519615242,0.3,3,1.1,0.519615242,mg cm h,65.6,27.886018,16.1,,,,,,,,65.6,,,no,,,,,
51,Christian,1997,Table 1,Fossorial,Hylidae,Cyclorana australis,Litoria australis,Cyclorana_australis,wild,water vapour,yes,31.5,87.87189251,,0.23898403,-12.44902,130.82489,,18.79999978,20.5,16.66666667,0.24,1,2.466331944,0.024663319,2.441668625,,,cocoon,cocoon,91,water loss,evaporative water loss,mg cm h,0.4,0.223606798,0.1,5,0.4,0.223606798,mg cm h,219.3,72.00138888,32.2,,,,,,,,219.3,,,no,,,,,
52,Amey,1995,Fig 1,Ground-dwelling,Myobatrachidae,Uperoleia fusca,Uperoleia fusca,Uperoleia_fusca,wild,water vapour,no,1.1,7.005304357,,0.104682475,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,,,,water loss,evaporative water loss,mg cm h,35.842294,3.626985,1.1469534,10,35.842294,3.626985,mg cm h,,,,3.49476E-05,3.14891E-05,3.500644155,8.13931E-08,1.004840068,1.164438667,1.249653289,2.250990866,,,yes,,Lipid-reduced evaporative water loss in two arboreal hylid frogs,https://www.sciencedirect.com/science/article/pii/030096299400213D,,
52,Amey,1995,Fig 1,Ground-dwelling,Myobatrachidae,Uperoleia rugrosa,Uperoleia rugrosa,Uperoleia_rugosa,wild,water vapour,no,1.1,7.005304357,,0.104682475,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,,,,water loss,evaporative water loss,mg cm h,33.835125,4.080358,1.2903226,10,33.835125,4.080358,mg cm h,,,,3.49476E-05,3.14891E-05,3.708309545,8.13931E-08,1.004840068,1.164438667,1.249653289,2.458656256,,,yes,,,,,
52,Amey,1995,Fig 1,Arboreal,Hylidae,Litoria fallax,Litoria fallax,Litoria_fallax,wild,water vapour,no,0.9,5.617115418,,0.106816285,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,water-proof,,,water loss,evaporative water loss,mg cm h,5.16129,1.813493,0.5734767,10,5.16129,1.813493,mg cm h,,,,3.49476E-05,3.14891E-05,24.31003044,8.13931E-08,1.004840068,1.164438667,1.266560728,23.04346971,,,yes,,,,,
52,Amey,1995,Fig 1,Ground-dwelling,Hylidae,Litoria latopalmata,Litoria latopalmata,Litoria_latopalmata,wild,water vapour,no,3.4,15.70383447,,0.144338276,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,,,,water loss,evaporative water loss,mg cm h,24.37276,2.655234,1.0035842,7,24.37276,2.655234,mg cm h,,,,3.49476E-05,3.14891E-05,5.148006094,8.13931E-08,1.004840068,1.164438667,1.547752637,3.600253456,,,yes,,,,,
52,Amey,1995,Fig 1,Semi-aquatic,Limnodynastidae,Limnodynastes fletcheri,Limnodynastes fletcheri,Limnodynastes_fletcheri,wild,water vapour,no,4.8,18.92364783,,0.16910042,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,,,,water loss,evaporative water loss,mg cm h,26.523297,5.770498,2.5806452,5,26.523297,5.770498,mg cm h,,,,3.49476E-05,3.14891E-05,4.73060031,8.13931E-08,1.004840068,1.164438667,1.71987873,3.01072158,,,yes,,,,,
52,Amey,1995,Fig 1,Arboreal,Hylidae,Litoria peroni,Litoria peroni,Litoria_peronii,wild,water vapour,no,9.3,34.20017492,,0.181285441,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,water-proof,,,water loss,evaporative water loss,mg cm h,7.455197,2.776332,0.7168459,15,7.455197,2.776332,mg cm h,,,,3.49476E-05,3.14891E-05,16.83002032,8.13931E-08,1.004840068,1.164438667,1.801453988,15.02856633,,,yes,,,,,
52,Amey,1995,Fig 1,Fossorial,Hylidae,Cyclorana novaehollandiae,Litoria novaehollandiae,Cyclorana_novaehollandiae,wild,water vapour,no,34.8,94.9113852,,0.244438291,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,,,,water loss,evaporative water loss,mg cm h,11.899642,1.72043,0.8602151,4,11.899642,1.72043,mg cm h,,,,3.49476E-05,3.14891E-05,10.54410855,8.13931E-08,1.004840068,1.164438667,2.198235297,8.345873257,,,yes,,,,,
52,Amey,1995,Fig 2,Arboreal,Hylidae,Litoria peroni,Litoria peroni,Litoria_peronii,wild,water vapour,no,9.3,34.20017492,,0.181285441,-27.38552808,152.7994693,,18.34999979,20,,0.92,0.3,2.389938612,0.007169816,2.382768796,,,water-proof,,,water loss,evaporative water loss,mg cm h,3.834586,0.8736053,0.2255639,15,3.834586,0.8736053,mg cm h,,,,1.8997E-05,1.7701E-05,17.78500191,4.42442E-08,1.004840037,1.204160266,1.862905541,15.92209637,,,yes,,,,,
52,Amey,1995,Fig 2,Arboreal,Hylidae,Litoria peroni,Litoria peroni,Litoria_peronii,wild,water vapour,no,9.3,34.20017492,,0.181285441,-27.38552808,152.7994693,,22.84999967,25,,0.92,0.3,3.258157936,0.009774474,3.248383462,,,water-proof,,,water loss,evaporative water loss,mg cm h,5.18797,1.3104079,0.3383459,15,5.18797,1.3104079,mg cm h,,,,2.58983E-05,2.37267E-05,17.92176361,6.03173E-08,1.004840051,1.183966399,1.831664487,16.09009912,,,yes,,,,,
52,Amey,1995,Fig 2,Arboreal,Hylidae,Litoria peroni,Litoria peroni,Litoria_peronii,wild,water vapour,no,9.3,34.20017492,,0.181285441,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,water-proof,,,water loss,evaporative water loss,mg cm h,7.894737,2.6208158,0.6766917,15,7.894737,2.6208158,mg cm h,,,,3.49476E-05,3.14891E-05,15.89300784,8.13931E-08,1.004840068,1.164438667,1.801453988,14.09155385,,,yes,,,,,
52,Amey,1995,Fig 2,Arboreal,Hylidae,Litoria peroni,Litoria peroni,Litoria_peronii,wild,water vapour,no,9.3,34.20017492,,0.181285441,-27.38552808,152.7994693,,31.84999935,35,,0.92,0.3,5.875438988,0.017626317,5.857812671,,,water-proof,,,water loss,evaporative water loss,mg cm h,10.827068,1.7472105,0.4511278,15,10.827068,1.7472105,mg cm h,,,,4.67024E-05,4.13979E-05,15.48725201,1.0877E-07,1.004840092,1.145544644,1.772223881,13.71502813,,,yes,,,,,
52,Amey,1995,Fig 2,Arboreal,Hylidae,Litoria peroni,Litoria peroni,Litoria_peronii,wild,water vapour,no,9.3,34.20017492,,0.181285441,-27.38552808,152.7994693,,36.34999915,40,,0.92,0.3,7.77931818,0.023337955,7.755980225,,,water-proof,,,water loss,evaporative water loss,mg cm h,9.81203,0.8736053,0.2255639,15,9.81203,0.8736053,mg cm h,,,,6.18359E-05,5.39373E-05,22.62799453,1.44016E-07,1.004840121,1.127253974,1.743927207,20.88406732,,,yes,,,,,
52,Amey,1995,Fig 3,Semi-aquatic,Limnodynastidae,Limnodynastes fletcheri,Limnodynastes fletcheri,Limnodynastes_fletcheri,wild,water vapour,no,4.8,18.92364783,,0.16910042,-27.38552808,152.7994693,,18.34999979,20,,0.92,0.3,2.389938612,0.007169816,2.382768796,,,,,,water loss,evaporative water loss,mg cm h,10,1.693991,0.7575758,5,10,1.693991,mg cm h,,,,1.8997E-05,1.7701E-05,6.819811935,4.42442E-08,1.004840037,1.204160266,1.778547572,5.041264363,,,yes,,,,,
52,Amey,1995,Fig 3,Semi-aquatic,Limnodynastidae,Limnodynastes fletcheri,Limnodynastes fletcheri,Limnodynastes_fletcheri,wild,water vapour,no,4.8,18.92364783,,0.16910042,-27.38552808,152.7994693,,22.84999967,25,,0.92,0.3,3.258157936,0.009774474,3.248383462,,,,,,water loss,evaporative water loss,mg cm h,10.909091,2.032789,0.9090909,5,10.909091,2.032789,mg cm h,,,,2.58983E-05,2.37267E-05,8.522944024,6.03173E-08,1.004840051,1.183966399,1.748721206,6.774222818,,,yes,,,,,
52,Amey,1995,Fig 3,Semi-aquatic,Limnodynastidae,Limnodynastes fletcheri,Limnodynastes fletcheri,Limnodynastes_fletcheri,wild,water vapour,no,4.8,18.92364783,,0.16910042,-27.38552808,152.7994693,,27.34999952,30,,0.92,0.3,4.396610118,0.01318983,4.383420288,,,,,,water loss,evaporative water loss,mg cm h,25.757576,6.437165,2.8787879,5,25.757576,6.437165,mg cm h,,,,3.49476E-05,3.14891E-05,4.871231555,8.13931E-08,1.004840068,1.164438667,1.71987873,3.151352826,,,yes,,,,,
52,Amey,1995,Fig 3,Semi-aquatic,Limnodynastidae,Limnodynastes fletcheri,Limnodynastes fletcheri,Limnodynastes_fletcheri,wild,water vapour,no,4.8,18.92364783,,0.16910042,-27.38552808,152.7994693,,31.84999935,35,,0.92,0.3,5.875438988,0.017626317,5.857812671,,,,,,water loss,evaporative water loss,mg cm h,31.818182,6.098367,2.7272727,5,31.818182,6.098367,mg cm h,,,,4.67024E-05,4.13979E-05,5.269990932,1.0877E-07,1.004840092,1.145544644,1.69197225,3.578018682,,,yes,,,,,
52,Amey,1995,Fig 3,Semi-aquatic,Limnodynastidae,Limnodynastes fletcheri,Limnodynastes fletcheri,Limnodynastes_fletcheri,wild,water vapour,no,4.8,18.92364783,,0.16910042,-27.38552808,152.7994693,,36.34999915,40,,0.92,0.3,7.77931818,0.023337955,7.755980225,,,,,,water loss,evaporative water loss,mg cm h,20.909091,3.049184,1.3636364,5,20.909091,3.049184,mg cm h,,,,6.18359E-05,5.39373E-05,10.61866157,1.44016E-07,1.004840121,1.127253974,1.664956935,8.953704639,,,yes,,,,,
53,Buttemer,1996,Fig 1,Semi-aquatic,Hylidae,Litoria aurea,Litoria aurea,Litoria_aurea,wild,water vapour,no,19.1,59.67412727,,0.213380927,-33.8638,151.0819,,22.84999967,25,116.6667,1.273531001,0.009516,3.258157936,0.000310046,3.257847889,,,,,,water loss,evaporative water loss,mg g h,12.217195,2.687646,0.9502262,8,3.910378504,0.860239453,mg cm h,6.847826,1.844626,0.6521739,,,,,,,,6.847826,,,no,,Cutaneous properties of the Green and Golden Bell Frog Litoria aurea ,https://meridian.allenpress.com/australian-zoologist/article/30/2/134/134503/Cutaneous-properties-of-the-Green-and-Golden-Bell,,
53,Buttemer,1996,Fig 1,Semi-aquatic,Hylidae,Litoria aurea,Litoria aurea,Litoria_aurea,wild,water vapour,no,19.1,59.67412727,,0.213380927,-33.8638,151.0819,,27.34999952,30,116.6667,1.273531001,0.007102,4.396610118,0.000312247,4.396297871,,,,,,water loss,evaporative water loss,mg g h,16.696833,3.455544,1.2217195,8,5.344183902,1.10602188,mg cm h,5.217391,1.537189,0.5434783,,,,,,,,5.217391,,,no,,,,,
53,Buttemer,1996,Fig 1,Semi-aquatic,Hylidae,Litoria aurea,Litoria aurea,Litoria_aurea,wild,water vapour,no,19.1,59.67412727,,0.213380927,-33.8638,151.0819,,30.04999942,33,116.6667,1.273531001,0.005988,5.237993386,0.000313651,5.237679735,,,,,,water loss,evaporative water loss,mg g h,20.090498,4.607393,1.6289593,8,6.430400064,1.474696159,mg cm h,4.565217,1.844626,0.6521739,,,,,,,,4.565217,,,no,,,,,
53,Buttemer,1996,Fig 1,Semi-aquatic,Hylidae,Litoria aurea,Litoria aurea,Litoria_aurea,wild,water vapour,no,19.1,59.67412727,,0.213380927,-33.8638,151.0819,,31.84999935,35,116.6667,1.273531001,0.005356,5.875438988,0.000314689,5.875124299,,,,,,water loss,evaporative water loss,mg g h,23.484163,3.839494,1.3574661,8,7.516616226,1.228913413,mg cm h,3.586957,1.537189,0.5434783,,,,,,,,3.586957,,,no,,,,,
54,Jorgensen,1993,text,Ground-dwelling,Bufonidae,Bufo bufo,Bufo bufo,Bufo_bufo,wild,mass change,yes,54.5,,39.76096243,,55.702412,12.56528,,20.14999974,22,,,,,,,60,100,,,,water gain,water uptake,mg cm h,29,8.5,,,29,8.5,mg cm h,,,,,,,,,,,,,,,,Water-balance response to salt loads in the toad Bufo bufo: Independence of hypophysial pars nervosa function,https://www.sciencedirect.com/science/article/pii/0300962993901754?via%3Dihub,,
55,Shpun,1993,text,Fossorial,Pelobatidae,Pelobates syriacus,Pelobates syriacus,Pelobates_syriacus,wild,mass change,yes,39.7,64.16585895,,0.412472312,32.7462446,35.01245899,,19.24999977,21,,0,70,2.544894922,1.781426445,0.763468476,,,,,,water loss,evaporative water loss,mg cm h,2.23,0.51,,5,2.23,0.51,mg cm h,,,,2.02287E-05,1.87846E-05,11.42885558,1.09932E-05,1.004849251,1.200066571,#DIV/0!,,,,yes,,Is the distribution of Pelobates syriacus related to its limited osmoregulatory capacity?,https://www.sciencedirect.com/science/article/pii/0300962993901857,,
55,Shpun,1993,text,Ground-dwelling,Bufonidae,Bufo viridis,Bufotes viridis,Bufotes_viridis,wild,mass change,yes,,,,,,,,19.24999977,21,,0,70,2.544894922,1.781426445,0.763468476,,,,,,water loss,evaporative water loss,mg cm h,2.17,0.23,,5,2.17,0.23,mg cm h,,,,2.02287E-05,1.87846E-05,11.74486081,1.09932E-05,1.004849251,1.200066571,#DIV/0!,,,,yes,,,,,
55,Shpun,1993,text,Fossorial,Pelobatidae,Pelobates syriacus,Pelobates syriacus,Pelobates_syriacus,wild,mass change,yes,39.7,,32.08264073,,,,,19.24999977,21,,,,,,,,100,,,,water gain,water uptake,mg cm h,7.5,16.5,,5,7.5,16.5,mg cm h,,,,,,,,,,,,,,,,,,,
56,Tran,1992,Fig 2,Fossorial,Bufonidae,Bufo woodhousii,Anaxyrus woodhousii,Anaxyrus_woodhousii,wild,mass change,no,115,,65.92858493,,45.7466,-122.5194,,22.84999967,25,,,,,,,90,100,,,,water gain,water uptake,mg cm h,46.02312846,41.37846838,,48,46.02312846,41.37846838,mg cm h,,,,,,,,,,,,,,,,"Effects of angiotensin II and bladder condition on hydration behavior and water uptake in the toad, Bufo woodhousei",https://www.sciencedirect.com/science/article/pii/030096299290251K?via%3Dihub,,
57,Viborg,2005,Fig 4,Fossorial,Bufonidae,Bufo woodhousii,Anaxyrus woodhousii,Anaxyrus_woodhousii,wild,mass change,no,52.5,,38.76689849,,45.7466,-122.5194,,20.59999973,22.5,,,,,,,,90,,,,water gain,water uptake,mg cm h,83.31786849,43.48903809,,7,83.31786849,43.48903809,mg cm h,,,,,,,,,,,,,,,,Cutaneous Blood Flow and Water Absorption by Dehydrated Toads,https://www.journals.uchicago.edu/doi/full/10.1086/430225?casa_token=SBAsJcxDNg8AAAAA%3ALF6z8X_IYDRXmSFiY-iALE10B81p55uKGdmnIopySzf2Bfs3kiGbgMsaag4HdJ2QZyto8iHk_0kWHA,,
57,Viborg,2005,Fig 4,Fossorial,Bufonidae,Bufo punctatus,Anaxyrus punctatus,Anaxyrus_punctatus,wild,mass change,no,16,,17.3380092,,,,,20.59999973,22.5,,,,,,,,90,,,,water gain,water uptake,mg cm h,174.6797735,73.1006741,,4,174.6797735,73.1006741,mg cm h,,,,,,,,,,,,,,,,,,,
58,Propper,1994,Fig 1,Fossorial,Scaphiopodidae,Scaphiopus couchii,Scaphiopus couchii,Scaphiopus_couchii,wild,mass change,no,28.8,50.85050902,,0.377576964,35.5313,-109.3783,,20.14999974,22,,0,1,2.708744785,0.027087448,2.681657337,,,,,,water loss,evaporative water loss,mg cm h,11.75931658,5.720952614,,10,11.75931658,5.720952614,mg cm h,,,,2.15311E-05,1.99262E-05,6.530544768,1.67154E-07,1.004840141,1.196000616,#DIV/0!,,,,yes,,Angiotensin II Induces Water Absorption Behavior in Two Species of Desert Anurans,https://www.sciencedirect.com/science/article/pii/S0018506X8471004X,,
58,Propper,1994,Fig 1,Fossorial,Bufonidae,Bufo cognatus,Anaxyrus cognatus,Anaxyrus_cognatus,wild,mass change,no,48.8,73.7905903,,0.440886848,,,,20.14999974,22,,0,1,2.708744785,0.027087448,2.681657337,,,,,,water loss,evaporative water loss,mg cm h,9.651860449,5.652194448,,10,9.651860449,5.652194448,mg cm h,,,,2.15311E-05,1.99262E-05,7.956470544,1.67154E-07,1.004840141,1.196000616,#DIV/0!,,,,yes,,,,,
59,Preest,1992,text,Arboreal,Hylidae,Hyla arenicolor,Dryophytes arenicolor,Hyla_arenicolor,wild,mass change,yes,6.6,26.23155286,,0.167736757,32.443,-110.788,,18.34999979,20,,100,46,2.389938612,1.099371761,1.29056685,,,,,,water loss,evaporative water loss,mg cm h,5.18,1.518683641,0.62,6,5.18,1.518683641,mg cm h,5.37,1.249239769,0.51,,,,,,,,5.37,,,no,,"Cutaneous water loss and the effects of temperature and hydration state on aerobic metabolism of canyon treefrogs, Hyla arenicolor",https://www.jstor.org/stable/3892674?casa_token=0Kar-0X_eUkAAAAA%3AtKptVYnLj6810cTsMJRd91MlLYYZ0aWqqKcbNgJiWHNwQY785w_eKQF1tHAV9qGmnzuJPWwJVV8XW1Ja_i1LtDaUwCGV2OlIyMOXUH_6kijyVuf_0E9CYA#metadata_info_tab_contents,,
59,Preest,1992,text,Arboreal,Hylidae,Hyla arenicolor,Dryophytes arenicolor,Hyla_arenicolor,wild,mass change,yes,6.6,26.23155286,,0.167736757,,,,27.34999952,30,,100,26,4.396610118,1.143118631,3.253491487,,,,,,water loss,evaporative water loss,mg cm h,20.16,8.328265125,3.4,6,20.16,8.328265125,mg cm h,2.48,1.690147923,0.69,,,,,,,,2.48,,,no,,,,,
60,Wygoda,1993,text,Arboreal,Hylidae,Hyla cinerea,Dryophytes cinereus,Hyla_cinerea,wild,water vapour,no,6.23,25.08668466,,0.16555911,30.2266,-93.2174,,22.84999967,25,,10,45.1,3.258157936,1.469429229,1.788728707,,,,,,water loss,evaporative water loss,mg cm h,5.022584758,0.563730753,,2,5.022584758,0.563730753,mg cm h,1.5,0.2,,,,,,,,,1.5,,,no,adults,"Ontogeny of Resistance to Water Loss in Green Tree Frogs, Hyla cinerea",https://www.jstor.org/stable/3892755?casa_token=O3yPMBFXtRgAAAAA%3AaQoi20sbQDe3RnnEllit2s2gsrUkTaNcOl6CuY56dmBkYitxK-6xed8Os1JwAX1DybA5N7mhd2OBeIVLTWLM4NMP8p6z_qiKL6gwYE4Pm0c1J4i-S7AQ7w#metadata_info_tab_contents,,
60,Wygoda,1993,text,Arboreal,Hylidae,Hyla cinerea,Dryophytes cinereus,Hyla_cinerea,wild,water vapour,no,0.75,4.878279212,,0.102495056,,,,22.84999967,25,,10,45.1,3.258157936,1.469429229,1.788728707,,,,,,water loss,evaporative water loss,mg h ,45,1.92472,,3,9.224564246,0.394548962,mg cm h,1.75,0.6,,,,,,,,,1.75,,,no,juvenile,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,48.7,60,,0.54111057,-33.331389,151.311944,23,22.84999967,25,138.333,1.5,7.3,3.258157936,0.237845529,3.020312406,,,,,,water loss,evaporative water loss,mg g h,7.665706,0.9764134,0.308769,10,6.221998037,0.79252221,mg cm h,8.780488,1.7708125,0.5599801,,,,,,,,8.780488,,,no,,Effect of temperature on evaporative water loss of the Australian tree frogs Litoria caerulea and Litoria chloris,https://www.journals.uchicago.edu/doi/abs/10.1086/physzool.63.5.30152628?casa_token=bhTRyWl-NbcAAAAA:lJVoeZlGEsdkdQ-jLWcK5nILoUU4JV6StkAsFROTUKiJxL75znzlMd2yGsDOmnzOC9xsDxB2oI6iPg,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,48.7,60,,0.54111057,,,25,27.34999952,30,138.333,1.5,7.3,4.396610118,0.320952539,4.075657579,,,,,,water loss,evaporative water loss,mg g h,10.288184,1.6273557,0.5146151,10,8.350576013,1.320870377,mg cm h,7.804878,2.1643264,0.6844201,,,,,,,,7.804878,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,48.7,60,,0.54111057,,,28,31.84999935,35,138.333,1.5,7.3,5.875438988,0.428907046,5.446531941,,,,,,water loss,evaporative water loss,mg g h,12.305476,1.3018846,0.4116921,10,9.987944687,1.056696334,mg cm h,5.731707,0.7870278,0.24888,,,,,,,,5.731707,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,48.7,60,,0.54111057,,,32.5,36.34999915,40,138.333,1.5,7.3,7.77931818,0.567890227,7.211427953,,,,,,water loss,evaporative water loss,mg g h,15.533141,0.9764134,0.308769,10,12.60773278,0.79252221,mg cm h,6.219512,0.9837847,0.3111,,,,,,,,6.219512,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,48.7,60,,0.54111057,,,35,40.84999893,45,138.333,1.5,7.3,10.20965777,0.745305017,9.464352752,,,,,,water loss,evaporative water loss,mg g h,20.778098,1.6273557,0.5146151,10,16.86488954,1.320870377,mg cm h,4.512195,1.5740556,0.4977601,,,,,,,,4.512195,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria caerulea,Litoria caerulea,Litoria_caerulea,wild,water vapour,no,48.7,60,,0.54111057,,,36,45.34999868,50,138.333,1.5,7.3,13.28700579,0.969951423,12.31705437,,,,,,water loss,evaporative water loss,mg g h,30.259366,6.8348941,2.1613833,10,24.56051874,5.547655711,mg cm h,3.04878,2.1643264,0.6844201,,,,,,,,3.04878,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,24,22.84999967,25,105,1.1,4,3.258157936,0.130326317,3.127831618,,,water-proof,,,water loss,evaporative water loss,mg g h,4.034582,1.2605443,0.5146151,6,2.410096838,0.75299841,mg cm h,29.756098,3.9625892,1.6177203,,,,,,,,29.756098,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,28,27.34999952,30,105,1.1,4,4.396610118,0.175864405,4.220745713,,,water-proof,,,water loss,evaporative water loss,mg g h,6.051873,1.2605443,0.5146151,6,3.615145257,0.75299841,mg cm h,27.682927,8.0775856,3.2976605,,,,,,,,27.682927,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,33,31.84999935,35,105,1.1,4,5.875438988,0.23501756,5.640421428,,,water-proof,,,water loss,evaporative water loss,mg g h,8.069164,2.5210887,1.0292301,6,4.820193677,1.50599688,mg cm h,28.536585,9.4492511,3.8576406,,,,,,,,28.536585,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,33.5,33.64999927,37,105,1.1,4,6.580705472,0.263228219,6.317477253,,,water-proof,,,water loss,evaporative water loss,mg g h,9.481268,3.0253064,1.2350762,6,5.663727749,1.807196232,mg cm h,27.317073,14.7835058,6.035341,,,,,,,,27.317073,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,35,35.44999919,39,105,1.1,4,7.359930427,0.294397217,7.06553321,,,water-proof,,,water loss,evaporative water loss,mg g h,9.682997,2.0168709,0.8233841,6,5.784232531,1.204797468,mg cm h,23.658537,6.096291,2.4888004,,,,,,,,23.658537,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,35.5,37.24999911,41,105,1.1,4,8.219703188,0.328788128,7.890915061,,,water-proof,,,water loss,evaporative water loss,mg g h,14.322767,3.2774153,1.3379992,6,8.555844314,1.957795938,mg cm h,15.853659,3.3529601,1.3688402,,,,,,,,15.853659,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,37,39.04999902,43,105,1.1,4,9.167089633,0.366683585,8.800406047,,,water-proof,,,water loss,evaporative water loss,mg g h,22.190202,4.7900685,1.9555373,6,13.25553321,2.861394054,mg cm h,10.121951,1.67648,0.6844201,,,,,,,,10.121951,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,37.5,40.84999893,45,105,1.1,4,10.20965777,0.408386311,9.801271459,,,water-proof,,,water loss,evaporative water loss,mg g h,34.293948,9.0759192,3.7052285,6,20.48582372,5.421588697,mg cm h,6.219512,2.2861091,0.9333001,,,,,,,,6.219512,,,no,,,,,
61,Buttemer,1990,Fig 2,Arboreal,Hylidae,Litoria chloris,Litoria chloris,Litoria_chloris,wild,water vapour,no,18.1,30.3,,0.398239426,,,36,42.64999883,47,105,1.1,4,11.35550412,0.454220165,10.90128396,,,water-proof,,,water loss,evaporative water loss,mg g h,53.256484,15.8828586,6.4841499,6,31.81327922,9.48778022,mg cm h,2.804878,1.3716655,0.5599801,,,,,,,,2.804878,,,no,,,,,
